Academic_Year,Term,Course_Number,Course_Title,Primary_Instructor,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA
2013-14,20141 (Winter 2014),MATH 125 B,CALC ANALYT GEOM II,"KOBLITZ, NEAL I",110,16,10,8,16,19,11,7,9,,2,3,3,6,2.7
2013-14,20141 (Winter 2014),MATH 125 C,CALC ANALYT GEOM II,"BURDZY, KRZYSZTOF",117,11,23,17,14,22,11,6,8,1,,,2,2,2.9
2013-14,20141 (Winter 2014),MATH 125 D,CALC ANALYT GEOM II,"BURDZY, KRZYSZTOF",117,18,20,11,15,18,7,7,11,3,2,1,1,3,2.8
2013-14,20141 (Winter 2014),MATH 125 E,CALC ANALYT GEOM II,"CHEN, ZHEN-QING",145,15,17,38,14,30,15,2,7,3,1,,1,2,2.9
2013-14,20141 (Winter 2014),MATH 125 F,CALC ANALYT GEOM II,"CHEN, ZHEN-QING",118,11,16,33,15,24,6,5,5,1,1,,1,,3.0
2013-14,20141 (Winter 2014),MATH 125 H,CALC ANALYT GEOM II,"PERKINS, PATRICK",49,13,13,9,5,6,1,1,1,,,,,,3.3
2013-14,20141 (Winter 2014),MATH 125 I,CALC ANALYT GEOM II,"BUBE, KENNETH P",119,19,24,16,14,21,6,13,3,1,2,,,,3.0
2013-14,20141 (Winter 2014),MATH 125 N,CALC ANALYT GEOM II,"BUBE, KENNETH P",113,14,16,16,6,14,10,7,11,6,2,1,3,7,2.7
2013-14,20141 (Winter 2014),MATH 126 B,CALC ANYL GEOM III,"ZHANG, JIAN JAMES",159,7,21,35,39,40,8,4,,,,,,5,3.0
2013-14,20141 (Winter 2014),MATH 126 C,CALC ANYL GEOM III,"ZHANG, JIAN JAMES",157,6,22,30,45,32,6,8,,,,,2,6,3.0
2013-14,20141 (Winter 2014),MATH 126 D,CALC ANYL GEOM III,"BEKYEL, EBRU",153,12,27,25,28,34,12,6,2,2,,,,5,3.0
2013-14,20141 (Winter 2014),MATH 126 E,CALC ANYL GEOM III,"BEKYEL, EBRU",154,8,20,36,21,27,16,10,5,5,1,,2,3,2.8
2013-14,20141 (Winter 2014),MATH 126 F,CALC ANYL GEOM III,"LIEBLICH, MAX",99,3,17,14,16,13,11,8,4,1,,,3,9,2.7
2013-14,20141 (Winter 2014),MATH 135 A,ACCEL HONORS CALC,"DUCHAMP, THOMAS E",26,4,11,7,,3,,,1,,,,,,3.4
2013-14,20141 (Winter 2014),MATH 300 A,MATH REASONING,"LEE, JOHN M",35,7,4,3,6,1,3,5,3,,1,,,2,2.9
2013-14,20141 (Winter 2014),MATH 300 B,MATH REASONING,"LEE, JOHN M",35,1,6,4,5,5,6,2,2,,,,,4,2.8
2013-14,20141 (Winter 2014),MATH 300 C,MATH REASONING,"LUNDELL, BEN",34,2,5,6,9,4,4,1,,,,,,3,3.0
2013-14,20141 (Winter 2014),MATH 300 D,MATH REASONING,"CONROY, MATTHEW",34,5,4,1,3,3,1,7,,,,4,3,3,2.3
2013-14,20141 (Winter 2014),MATH 307 A,INTRO TO DIFF EQ,"SPICER, SIMON V B",47,6,11,6,3,5,3,3,6,1,,,1,2,2.9
2013-14,20141 (Winter 2014),MATH 307 B,INTRO TO DIFF EQ,"REICHERT, NICHOLAS",51,6,7,9,13,6,4,5,,,,,,1,3.0
2013-14,20141 (Winter 2014),MATH 307 C,INTRO TO DIFF EQ,"LOU, SHUWEN",51,4,7,4,14,5,5,3,5,1,,,,3,2.8
2013-14,20141 (Winter 2014),MATH 307 D,INTRO TO DIFF EQ,"JOHNSON, TOBIAS L.",50,3,11,6,15,6,3,2,,1,,,2,1,2.9
2013-14,20141 (Winter 2014),MATH 307 E,INTRO TO DIFF EQ,"JOHNSON, TOBIAS L.",50,5,13,12,7,3,1,,1,2,1,1,1,3,3.0
2013-14,20141 (Winter 2014),MATH 307 F,INTRO TO DIFF EQ,"DOS REIS, FANNY",49,4,17,11,12,1,1,,,,1,1,,1,3.2
2013-14,20141 (Winter 2014),MATH 307 G,INTRO TO DIFF EQ,"DOS REIS, FANNY",47,3,17,12,5,2,1,2,1,1,,,2,1,3.1
2013-14,20141 (Winter 2014),MATH 307 H,INTRO TO DIFF EQ,"SOLOMYAK, RITA",46,8,11,5,2,8,1,2,2,1,,1,1,4,3.0
2013-14,20141 (Winter 2014),MATH 307 I,INTRO TO DIFF EQ,"WANG, HANCHAO",43,7,4,8,7,7,3,3,,,,2,,2,3.0
2013-14,20141 (Winter 2014),MATH 307 J,INTRO TO DIFF EQ,"WANG, HANCHAO",40,5,9,4,7,5,3,2,,,,1,2,2,3.0
2013-14,20141 (Winter 2014),MATH 307 K,INTRO TO DIFF EQ,"WU, MIN",49,2,16,10,6,8,2,1,,,1,1,,2,3.1
2013-14,20141 (Winter 2014),MATH 308 A,MATRIX ALGEBRA,"PEZZOLI, ELENA",51,17,15,5,4,8,1,,,,,,1,,3.4
2013-14,20141 (Winter 2014),MATH 308 B,MATRIX ALGEBRA,"CHAN, KENNETH",55,11,15,11,5,9,4,,,,,,,,3.3
2013-14,20141 (Winter 2014),MATH 308 C,MATRIX ALGEBRA,"DEVLEMING, KRISTIN ELIZABE",57,16,8,14,8,5,4,1,,,,,,1,3.3
2013-14,20141 (Winter 2014),MATH 308 D,MATRIX ALGEBRA,"SMITH, S PAUL",43,8,6,4,3,1,5,7,5,2,,1,,1,2.7
2013-14,20141 (Winter 2014),MATH 308 E,MATRIX ALGEBRA,"PAWLOWSKI, BRENDAN",43,7,9,7,7,6,1,2,1,1,1,,,1,3.1
2013-14,20141 (Winter 2014),MATH 308 F,MATRIX ALGEBRA,"BALKA, RICHARD",46,2,9,5,13,8,1,1,2,,,,5,,2.7
2013-14,20141 (Winter 2014),MATH 308 G,MATRIX ALGEBRA,"BALKA, RICHARD",45,6,8,9,7,5,5,1,,,,,3,1,2.9
2013-14,20141 (Winter 2014),MATH 308 H,MATRIX ALGEBRA,"TRAN, LINH V",49,2,9,9,12,9,3,1,1,1,,,,2,3.0
2013-14,20141 (Winter 2014),MATH 308 I,MATRIX ALGEBRA,"TRAN, LINH V",48,6,10,8,8,11,1,1,1,1,,,1,,3.0
2013-14,20141 (Winter 2014),MATH 308 J,MATRIX ALGEBRA,"HOLDAWAY, CODY",47,4,8,6,5,7,6,2,4,1,2,,1,1,2.7
2013-14,20141 (Winter 2014),MATH 308 K,MATRIX ALGEBRA,"HOLDAWAY, CODY",42,4,4,4,9,8,2,7,,,,,1,3,2.8
2013-14,20141 (Winter 2014),MATH 308 L,MATRIX ALGEBRA,"PALVANNAN, BHARATHWAJ",49,3,8,5,5,12,4,2,4,,1,1,,4,2.8
2013-14,20141 (Winter 2014),MATH 308 M,MATRIX ALGEBRA,"YOUNG, ALEXANDER A",47,9,4,10,4,12,2,1,2,1,,,,2,3.0
2013-14,20141 (Winter 2014),MATH 308 N,MATRIX ALGEBRA,"STARK, JAMES K.",46,7,6,5,8,5,3,6,1,1,,,1,3,2.9
2013-14,20141 (Winter 2014),MATH 309 A,LINEAR ANALYSIS,"AN, YAJUN",50,10,20,3,5,3,5,1,1,,,,1,1,3.2
2013-14,20141 (Winter 2014),MATH 309 B,LINEAR ANALYSIS,"CHIECCHIO, ALBERTO",45,6,8,6,9,5,4,3,3,,,,,1,3.0
2013-14,20141 (Winter 2014),MATH 309 C,LINEAR ANALYSIS,"ROBERTS, AUSTIN J",47,3,13,12,5,10,1,1,1,,,,,1,3.1
2013-14,20141 (Winter 2014),MATH 309 D,LINEAR ANALYSIS,"MCMURDIE, CHRISTOPHER R.",43,4,6,5,3,12,8,1,2,,,,,2,2.9
2013-14,20141 (Winter 2014),MATH 309 E,LINEAR ANALYSIS,"SARANTSEV, ANDREY A",49,5,9,7,6,7,6,2,2,1,1,1,,2,2.8
2013-14,20141 (Winter 2014),MATH 309 G,LINEAR ANALYSIS,"UHLMAN, REBECCA W.",50,6,12,7,7,3,4,5,1,,,1,,4,3.0
2013-14,20141 (Winter 2014),MATH 324 A,ADV MULTIVAR CALC 1,"APONTE, CAMIL",48,7,10,4,6,4,2,2,3,1,1,,5,3,2.7
2013-14,20141 (Winter 2014),MATH 324 B,ADV MULTIVAR CALC 1,"CARRELL, TIM",50,7,10,11,7,7,2,2,2,1,,1,,,3.0
2013-14,20141 (Winter 2014),MATH 324 C,ADV MULTIVAR CALC 1,"BALAND, SHAWN T",49,8,10,7,2,5,5,3,2,2,,2,,3,2.9
2013-14,20141 (Winter 2014),MATH 324 D,ADV MULTIVAR CALC 1,"BALAND, SHAWN T",44,8,14,3,5,5,3,3,3,,,,,,3.1
2013-14,20141 (Winter 2014),MATH 324 E,ADV MULTIVAR CALC 1,"SLIVKEN, ERIK D.",49,8,9,7,4,9,2,3,4,,,,2,1,2.9
2013-14,20141 (Winter 2014),MATH 324 F,ADV MULTIVAR CALC 1,"ZSAMBOKI, PAL",49,10,16,8,5,4,,,1,1,,,,4,3.4
2013-14,20141 (Winter 2014),MATH 326 A,ADV MULTIVAR CALC 2,"ARMS, JUDITH M",46,2,8,2,7,8,2,5,3,,,1,,8,2.8
2013-14,20141 (Winter 2014),MATH 327 A,INTRO REAL ANLYS I,"WARNER, GARTH W JR",21,1,5,6,1,1,2,2,,,2,,,1,2.9
2013-14,20141 (Winter 2014),MATH 327 B,INTRO REAL ANLYS I,"TAGGART, JENNIFER",41,6,3,10,2,4,4,4,3,1,1,,1,2,2.7
2013-14,20141 (Winter 2014),MATH 327 C,INTRO REAL ANLYS I,"TAGGART, JENNIFER",42,5,5,6,2,8,3,6,2,1,,,,4,2.8
2013-14,20141 (Winter 2014),MATH 328 A,INTRO REAL ANLYS II,"WARNER, GARTH W JR",48,9,10,9,4,3,7,3,,,,,,3,3.2
2013-14,20141 (Winter 2014),MATH 328 B,INTRO REAL ANLYS II,"AZZAM, JONAS",46,9,5,3,6,7,6,5,,,,,4,1,2.7
2013-14,20141 (Winter 2014),MATH 335 A,H-ACCEL ADVAN CALC,"MORROW, JAMES A",29,9,3,5,2,5,,2,,1,,,,2,3.2
2013-14,20141 (Winter 2014),MATH 381 A,DISCRETE MATH MODEL,"PERKINS, PATRICK",39,7,22,5,2,2,,,,,,,,1,3.6
2013-14,20141 (Winter 2014),MATH 390 A,PROB STAT ENG SCI,"MARZBAN, CAREN",70,8,4,8,9,18,8,9,3,1,,,,2,2.8
2013-14,20141 (Winter 2014),MATH 394 A,PROBABILITY I,"GUTTORP, PETER",37,1,5,2,5,8,4,6,3,,,,2,1,2.5
2013-14,20141 (Winter 2014),MATH 394 B,PROBABILITY I,"SHORACK, GALEN R.",37,5,4,4,8,6,2,3,,,2,,,3,2.9
2013-14,20141 (Winter 2014),MATH 395 A,PROBABILITY II,"RIZZOLO, DOUGLAS P",43,7,1,8,10,5,2,3,,1,1,,2,3,2.8
2013-14,20141 (Winter 2014),MATH 395 B,PROBABILITY II,"HOFFMAN, CHRISTOPHER",42,4,5,6,5,8,6,4,2,,1,,1,,2.7
2013-14,20141 (Winter 2014),MATH 403 A,INTRO MDRN ALGEBRA,"GREENBERG, RALPH",26,2,4,4,5,6,2,1,2,,,,,,2.9
2013-14,20141 (Winter 2014),MATH 403 B,INTRO MDRN ALGEBRA,"MCGOVERN, WILLIAM M",34,6,4,2,8,9,4,1,,,,,,,3.0
2013-14,20141 (Winter 2014),MATH 407 A,LINEAR OPTIMIZATION,"PAL, SOUMIK",41,3,5,5,7,13,3,3,,,2,,,,2.8
2013-14,20141 (Winter 2014),MATH 409 A,DISCRETE OPTIMIZATN,"ROTHVOSS, THOMAS",29,5,3,6,5,3,2,,,,,2,,3,3.0
2013-14,20141 (Winter 2014),MATH 412 A,INTRO MDRN ALG-TCHR,"MCGOVERN, WILLIAM M",29,4,5,6,5,3,2,1,,,,,2,1,2.9
2013-14,20141 (Winter 2014),MATH 425 A,FUND CONCEPTS ANLYS,"RADCLIFFE, MARY L",29,3,9,4,2,3,2,3,1,,,,1,1,2.9
2013-14,20141 (Winter 2014),MATH 428 A,COMPLEX ANALYSIS,"MONARD, FRANCOIS S",25,4,5,4,8,3,,1,,,,,,,3.2
2013-14,20141 (Winter 2014),MATH 442 A,DIFFERENTIAL GEOMETR,"MITCHELL, STEPHEN A",33,5,5,4,4,9,1,1,,,1,,1,2,3.0
2013-14,20141 (Winter 2014),MATH 444 A,GEOMTRY FOR TEACHRS,"PEVTSOVA, JULIA",35,5,6,11,1,7,4,,,,,,,1,3.2
2013-14,20141 (Winter 2014),MATH 462 A,COMBINATORIAL THEOR,"BERGET, ANDREW S",19,3,1,2,6,3,,2,1,,,,1,,2.8
2013-14,20141 (Winter 2014),MATH 480 A,ADV TOPICS IN MATH,WILLIAM STEIN,28,17,9,,,,,,,,,,2,,3.5
2013-14,20141 (Winter 2014),MATH 505 A,MODERN ALGEBRA,"SMITH, S PAUL",14,8,5,1,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),MATH 525 A,REAL ANALYSIS,"TORO, TATIANA",19,5,6,6,2,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MATH 545 A,DIFFERENTIAL GEOM,"ARMS, JUDITH M",15,7,6,2,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),MATH 582 B,SPECIAL TOPICS,"HOFFMAN, CHRISTOPHER",13,13,,,,,,,,,,,,,4.0
2013-14,20141 (Winter 2014),MATH 582 D,SPECIAL TOPICS,"THOMAS, REKHA R.",13,13,,,,,,,,,,,,,4.0
2013-14,20141 (Winter 2014),MEBI 533 B,PH & INFORMATICS,"TURNER, ANNE M",14,,12,2,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MEDCH 528 A,BIOPHYS/BIOPHARM,"CATALANO, CARLOS, ENRIQUE",15,5,6,3,1,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MEDCH 535 A,P-DIAGNOSTIC MED CHE,"KUNZE, KENT L",46,36,6,,2,,1,,1,,,,,,3.8
2013-14,20141 (Winter 2014),MEDCH 563 A,P-MEDICINAL CHEM,"NELSON, WENDEL L",103,12,18,16,13,14,8,6,6,2,2,2,3,1,2.8
2013-14,20141 (Winter 2014),MEDCH 570 A,P-MED BIOCHEM,"CATALANO, CARLOS, ENRIQUE",92,22,14,12,10,13,8,5,4,2,1,1,,,3.0
2013-14,20141 (Winter 2014),MEDEX 454 A,ADULT MEDICINE I,"NAIDU, AMEE S.",56,1,20,18,11,6,,,,,,,,,3.3
2013-14,20141 (Winter 2014),MEDEX 456 A,MAT CHLD HLTH MX I,"QUELLA, ALICIA K.",56,1,36,14,4,1,,,,,,,,,3.4
2013-14,20141 (Winter 2014),MEDEX 458 A,BHEAVIORAL MED,"QUIGLEY, TIMOTHY F.",62,21,31,4,3,3,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MEDEX 460 A,PRIN PT MGT,"HAVERKAMP, KY",62,9,37,12,4,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MEDEX 468 A,EMERGENCY MED I,"WACHTEL, DIANNA",56,2,37,15,1,1,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MEDEX 471 A,PROF ROLE DEVEL,"SCOTT, TERRY",56,45,11,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),MEDEX 474 A,TECH SKILLS,"VORVICK, LINDA",56,38,18,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),MEDEX 554 A,ADULT MED I,"NAIDU, AMEE S.",74,2,27,24,10,11,,,,,,,,,3.3
2013-14,20141 (Winter 2014),MEDEX 556 A,MATERNAL CHILD I,"QUELLA, ALICIA K.",74,4,43,21,6,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MEDEX 558 A,BEHAVIORAL MED II,"QUIGLEY, TIMOTHY F.",74,43,31,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),MEDEX 560 A,PRIN PATIENT MGT I,"HAVERKAMP, KY",75,12,47,13,2,1,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MEDEX 568 A,EMERGENCY MED I,"WACHTEL, DIANNA",75,4,44,22,5,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MEDEX 571 A,PROF ROLE DEVEL II,"SCOTT, TERRY",75,37,38,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),MEDEX 574 A,TECH SKILLS II,"VORVICK, LINDA",75,18,49,7,1,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MGMT 200 A,INTRODUCTION TO LAW,"JUDD, HUGH",154,,20,40,51,31,8,1,1,,,,,2,3.0
2013-14,20141 (Winter 2014),MGMT 300 A,LDRSHIP & ORG BEHAV,"LI, JUNCHAO JASON",49,2,12,24,11,,,,,,,,,,3.3
2013-14,20141 (Winter 2014),MGMT 300 B,LDRSHIP & ORG BEHAV,"BARNES, CHRISTOPHER",49,8,12,11,11,3,1,3,,,,,,,3.3
2013-14,20141 (Winter 2014),MGMT 300 C,LDRSHIP & ORG BEHAV,"HUWE, RUTH",50,3,12,13,16,3,1,1,,,,,,1,3.2
2013-14,20141 (Winter 2014),MGMT 300 D,LDRSHIP & ORG BEHAV,"KENG, FONG",50,6,37,7,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MGMT 300 E,LDRSHIP & ORG BEHAV,"HUWE, RUTH",41,3,4,13,15,5,,1,,,,,,,3.1
2013-14,20141 (Winter 2014),MGMT 300 F,LDRSHIP & ORG BEHAV,"BARNES, CHRISTOPHER",48,9,9,7,10,4,4,3,,,,,,2,3.2
2013-14,20141 (Winter 2014),MGMT 320 A,BUS GOVT & SOC,"FEHR, RYAN",81,4,20,40,13,3,1,,,,,,,,3.3
2013-14,20141 (Winter 2014),MGMT 320 B,BUS GOVT & SOC,"JONES, THOMAS M.",80,3,16,23,21,13,1,2,1,,,,,,3.1
2013-14,20141 (Winter 2014),MGMT 320 C,BUS GOVT & SOC,"JONES, THOMAS M.",78,6,15,27,22,6,,1,,,,,,1,3.2
2013-14,20141 (Winter 2014),MGMT 401 A,"LEAD, CRIT TH & DM","HUWE, RUTH",39,3,17,11,5,2,1,,,,,,,,3.4
2013-14,20141 (Winter 2014),MGMT 402 A,DEAL MAK & NEGOT,"HUBER, VANDRA L",18,2,13,1,,1,,,1,,,,,,3.5
2013-14,20141 (Winter 2014),MGMT 411 A,RECR & HIR TAL,"SHAO, LIAN",27,,14,9,2,1,,,,,,,,1,3.4
2013-14,20141 (Winter 2014),MGMT 430 A,STRATEGIC MGMT,"NISHANOV, VITALY K",50,8,15,21,3,3,,,,,,,,,3.4
2013-14,20141 (Winter 2014),MGMT 430 B,STRATEGIC MGMT,"HANSEN, JOHN J",50,9,21,13,6,1,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MGMT 430 C,STRATEGIC MGMT,RICK MCPHERSON,50,2,18,15,14,1,,,,,,,,,3.3
2013-14,20141 (Winter 2014),MGMT 430 D,STRATEGIC MGMT,RICK MCPHERSON,45,2,21,14,5,1,1,,,,,,,1,3.4
2013-14,20141 (Winter 2014),MGMT 430 E,STRATEGIC MGMT,"NISHANOV, VITALY K",47,11,11,18,7,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MGMT 502 B,BUSINESS STRATEGY,"SIRMON, DAVID G.",47,8,15,16,6,2,,,,,,,,,3.4
2013-14,20141 (Winter 2014),MGMT 502 D,BUSINESS STRATEGY,"SIRMON, DAVID G.",46,4,25,7,8,2,,,,,,,,,3.4
2013-14,20141 (Winter 2014),MGMT 504 B,ETHICAL LEADERSHIP,"UMPHRESS, ELIZABETH E",46,,38,8,,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MGMT 504 D,ETHICAL LEADERSHIP,"UMPHRESS, ELIZABETH E",45,,38,7,,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MGMT 530 A,ENTREPRENEURSHIP,"SANDLER, JULIA",35,24,11,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),MGMT 530 B,ENTREPRENEURSHIP,"SANDLER, JULIA",33,32,1,,,,,,,,,,,,3.9
2013-14,20141 (Winter 2014),MICROM 411 A,BACTERIAL GENETICS,"MERRIKH, HOURA",77,6,13,15,7,10,5,6,4,3,1,,2,5,2.8
2013-14,20141 (Winter 2014),MICROM 431 A,RECOMB DNA TECH,"CHANDLER, MARK S",64,6,14,12,6,7,8,4,2,2,1,,2,,2.8
2013-14,20141 (Winter 2014),MICROM 435 A,MICROBIAL ECOLOGY,"STAHL, DAVID A.",17,2,8,3,1,1,,,,,,,1,1,3.3
2013-14,20141 (Winter 2014),MICROM 442 A,MED BACTERIOLOGY,"COOKSON, BRAD T",168,12,21,22,21,29,17,19,11,7,2,,1,6,2.7
2013-14,20141 (Winter 2014),MICROM 443 A,MED BACTERIOLOGY LAB,"ANDERSON, DENISE G",46,4,6,12,10,8,3,1,1,1,,,,,3.0
2013-14,20141 (Winter 2014),MICROM 450 A,MOLEC BIOL VIR,"CHAMPOUX, JAMES J",69,5,20,11,3,13,5,,4,2,1,,3,2,2.9
2013-14,20141 (Winter 2014),MKTG 301 A,MARKETING CONCEPTS,"MATTHEWS, MARTHA N",79,2,32,25,16,3,1,,,,,,,,3.3
2013-14,20141 (Winter 2014),MKTG 301 B,MARKETING CONCEPTS,"BORAH,ABHISHEK",80,8,16,24,16,16,,,,,,,,,3.2
2013-14,20141 (Winter 2014),MKTG 301 C,MARKETING CONCEPTS,"SHULMAN, JEFFREY D.",69,8,14,19,17,9,,1,,,,,,1,3.2
2013-14,20141 (Winter 2014),MKTG 301 D,MARKETING CONCEPTS,"BORAH,ABHISHEK",75,8,14,23,13,15,,,,,,,,2,3.2
2013-14,20141 (Winter 2014),MKTG 301 E,MARKETING CONCEPTS,"BEARD, LETA",73,8,18,18,20,4,,,,,,,1,4,3.3
2013-14,20141 (Winter 2014),MKTG 335 A,PRIN OF SELLING,"RHODES, JACK",44,,20,20,1,1,,,,,,,,2,3.4
2013-14,20141 (Winter 2014),MKTG 335 B,PRIN OF SELLING,"EGUCHI, MIKE",40,,4,36,,,,,,,,,,,3.3
2013-14,20141 (Winter 2014),MKTG 340 A,ADVERTISING,"MATTHEWS, MARTHA N",50,9,14,11,13,3,,,,,,,,,3.3
2013-14,20141 (Winter 2014),MKTG 430 A,SALES FORCE MGMT,"RHODES, JACK",45,,11,21,8,3,2,,,,,,,,3.2
2013-14,20141 (Winter 2014),MKTG 430 B,SALES FORCE MGMT,"EGUCHI, MIKE",44,,5,34,5,,,,,,,,,,3.3
2013-14,20141 (Winter 2014),MKTG 445 A,MULTICULTURAL MKTG,"REYNOLDS, JANE G-F",28,10,18,,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),MKTG 445 B,MULTICULTURAL MKTG,"REYNOLDS, JANE G-F",14,7,6,,1,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),MKTG 450 A,CONSUMER BEHAVIOR,"WALLING, DUSTIN R",51,38,12,,,,,,,,,,1,,3.8
2013-14,20141 (Winter 2014),MKTG 455 A,ENTREPRENEUR MKTG,"HAGEN-LUKENS, DEB",45,9,22,9,2,,,2,,,,,,1,3.5
2013-14,20141 (Winter 2014),MKTG 460 A,MARKETING RESEARCH,"SCHLOSSER, ANN",41,3,12,12,4,5,,1,1,1,1,,,1,3.1
2013-14,20141 (Winter 2014),MKTG 460 B,MARKETING RESEARCH,"MATTHEWS, MARTHA N",40,9,9,14,6,2,,,,,,,,,3.4
2013-14,20141 (Winter 2014),MKTG 501 G,MKTG MGT,"ZHANG, ZAOZAO (JONATHAN)",14,2,5,7,,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MKTG 512 A,CONS MKTG/BRAND MGT,"FOREHAND, MARK",13,4,6,3,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MKTG 512 C,CONS MKTG/BRAND MGT,"FOREHAND, MARK",29,6,13,10,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MKTG 515 A,PRICING STRATEGIES,"SHULMAN, JEFFREY D.",26,9,6,3,8,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MKTG 515 B,PRICING STRATEGIES,"SHULMAN, JEFFREY D.",19,6,6,1,6,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MKTG 555 A,ENTRE MARKETING,"BOYER, ANDY",25,4,11,8,2,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MKTG 555 B,ENTRE MARKETING,"BOYER, ANDY",32,3,16,13,,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MOLMED 514 A,MOLECULAR MEDICINE,"LILES, W CONRAD",18,5,13,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),MOLMED 514 B,MOLECULAR MEDICINE,"LILES, W CONRAD",18,5,13,,,,,,,,,,,,3.8
2013-14,20141 (Winter 2014),MSE 170 A,FUNDMNT MATERLS SCI,"LUSCOMBE, CHRISTINE K.",89,10,32,19,5,15,4,,1,,1,,,2,3.2
2013-14,20141 (Winter 2014),MSE 312 A,INTEGRAT JR LAB II,"OHUCHI, FUMIO",30,1,13,11,4,1,,,,,,,,,3.3
2013-14,20141 (Winter 2014),MSE 312 B,INTEGRAT JR LAB II,"OHUCHI, FUMIO",28,2,6,6,11,2,1,,,,,,,,3.2
2013-14,20141 (Winter 2014),MSE 322 A,KINETIC MICRO EVOL,"BRUSH, LUCIEN N",61,10,14,20,8,5,2,1,,,,,,1,3.3
2013-14,20141 (Winter 2014),MSE 342 A,MATERIALS PROCESS I,"BRUSH, LUCIEN N",59,7,9,18,11,10,3,,,,1,,,,3.2
2013-14,20141 (Winter 2014),MSE 351 A,ELEC PROP MATERIALS,"ROLANDI, MARCO",61,15,14,15,6,7,1,1,1,,,,1,,3.3
2013-14,20141 (Winter 2014),MSE 431 A,FAILURE ANALYSIS,"AROLA, DWAYNE D",56,1,12,15,9,10,6,,1,,,2,,,2.9
2013-14,20141 (Winter 2014),MSE 452 A,PROPERTIES MTLS II,"CAO, GUOZHONG",23,3,7,9,4,,,,,,,,,,3.4
2013-14,20141 (Winter 2014),MSE 482 A,"BIOMATS, TISSUE ENG","ZHANG, MIQIN",30,4,12,12,2,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MSE 492 A,DESIGN MTLS ENGRG II,"LUSCOMBE, CHRISTINE K.",53,11,25,15,1,1,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MSE 541 A,DEFECTS IN MATERIALS,"YANG, JIHUI",29,3,9,8,4,5,,,,,,,,,3.3
2013-14,20141 (Winter 2014),MSE 582 A,"BIOMATS, TISSUE ENG","ZHANG, MIQIN",14,4,8,2,,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MSIS 521 A,INFO TECH & MKTG,"TAN, YONG",40,10,30,,,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),MSIS 522 A,ADV DATA MINING,"DEY, DEBABRATA",40,18,12,5,5,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MSIS 523 A,LEGAL ISSUES IN IT,"NAEVE, SIGNE BRUNSTAD",40,7,19,10,4,,,,,,,,,,3.5
2013-14,20141 (Winter 2014),MSIS 579 A,MODERN INFO SYS,"LAHIRI, ATANU",40,3,29,7,1,,,,,,,,,,3.6
2013-14,20141 (Winter 2014),MUHST 211 A,WEST MUSIC HIST II,"BOZARTH, GEORGE S",23,8,,2,4,2,4,1,,,,,2,,2.9
2013-14,20141 (Winter 2014),MUHST 400 A,MDVL MUSIC TO 1400,"TARICANI, JOANN",14,7,4,2,1,,,,,,,,,,3.7
2013-14,20141 (Winter 2014),MUHST 426 A,AMERICAN POP MUSIC,"STARR, LARRY",14,6,4,2,,1,,,,,,,,1,3.6
2013-14,20141 (Winter 2014),MUHST 500 A,SEM METH MUS RESRCH,"RUMPH, STEPHEN C",17,12,4,1,,,,,,,,,,,3.8
